CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
261,RE11,5,2,5,3,4,306,MT+CF:RevRationales,341,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE12,4,2,5,3,5,104,MT+CF:RevRationales,391,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE13,5,4,5,3,5,254,MT+CF:RevRationales,618,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE14,5,2,5,3,5,313,MT:PosRationales,289,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE15,5,2,5,3,5,295,MT:PosRationales,240,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE16,5,2,5,5,5,382,CF:PosRationales,242,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE17,5,4,5,3,5,39,CF:PosRationales,301,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE18,5,2,5,3,5,204,MT+CF:PosRationales,151,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
261,RE19,5,2,5,3,5,333,MT+CF:PosRationales,223,female,20 to 24 years old,United States,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Unemployed/seeking employment
262,RE10,4,1,4,4,4,259,MT+CF:PosRationales,246,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE11,4,2,3,3,4,267,MT+CF:RevRationales,235,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE12,4,2,4,4,4,180,MT+CF:RevRationales,319,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE13,4,2,3,3,4,321,MT+CF:RevRationales,476,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE14,4,4,4,4,4,270,MT:PosRationales,186,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE15,4,4,4,4,4,264,MT:PosRationales,132,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE18,4,1,4,3,5,283,MT+CF:PosRationales,267,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
262,RE19,4,2,5,4,4,150,MT+CF:PosRationales,212,female,20 to 24 years old,United States,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
263,RE08,2,4,2,3,4,349,MT:PosRationales,268,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE09,2,2,2,2,3,160,CF:PosRationales,296,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE10,4,2,4,3,4,113,MT+CF:PosRationales,329,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE11,4,4,2,2,4,201,MT+CF:RevRationales,655,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE12,1,1,1,1,2,276,MT+CF:RevRationales,385,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE13,2,2,4,2,4,41,MT+CF:RevRationales,274,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE14,4,4,4,4,4,182,MT:PosRationales,272,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE16,2,2,4,4,5,305,CF:PosRationales,217,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE18,4,5,5,5,5,277,MT+CF:PosRationales,248,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
263,RE19,4,4,4,4,4,196,MT+CF:PosRationales,305,female,30 to 34 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
264,RE08,4,3,4,4,4,346,MT:PosRationales,182,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE09,4,4,4,3,4,315,CF:PosRationales,262,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE11,4,3,3,4,4,353,MT+CF:RevRationales,1275,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE12,3,4,4,4,4,154,MT+CF:RevRationales,333,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE13,4,3,4,3,4,136,MT+CF:RevRationales,331,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE14,3,4,4,4,4,52,MT:PosRationales,252,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE15,4,4,3,4,4,117,MT:PosRationales,221,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE16,3,3,4,3,4,81,CF:PosRationales,321,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
264,RE19,4,4,3,3,3,227,MT+CF:PosRationales,271,female,55 to 59 years old,United Kingdom,Completed apprenticeship,Other
265,RE08,4,4,4,3,4,337,MT:PosRationales,215,male,25 to 29 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
265,RE12,4,4,4,3,4,293,MT+CF:RevRationales,241,male,25 to 29 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
265,RE15,4,3,4,4,4,334,MT:PosRationales,140,male,25 to 29 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
265,RE17,3,4,3,2,4,109,CF:PosRationales,326,male,25 to 29 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
265,RE19,4,4,4,4,4,180,MT+CF:PosRationales,226,male,25 to 29 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",University student
266,RE08,4,5,4,4,5,40,MT:PosRationales,174,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE09,3,4,1,4,4,13,CF:PosRationales,294,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE10,4,5,5,4,5,269,MT+CF:PosRationales,154,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE11,4,5,2,4,4,7,MT+CF:RevRationales,414,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE13,5,5,5,5,5,189,MT+CF:RevRationales,272,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE14,3,4,2,2,3,282,MT:PosRationales,238,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE15,5,5,5,4,4,183,MT:PosRationales,147,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE17,4,3,5,4,5,193,CF:PosRationales,158,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
266,RE19,4,4,2,3,3,312,MT+CF:PosRationales,273,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
267,RE08,5,5,5,5,5,99,MT:PosRationales,224,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE09,5,5,5,5,5,108,CF:PosRationales,139,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE10,5,5,5,5,5,92,MT+CF:PosRationales,272,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE11,5,5,5,5,5,260,MT+CF:RevRationales,509,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE12,5,5,5,5,5,30,MT+CF:RevRationales,309,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE13,5,5,5,5,5,51,MT+CF:RevRationales,246,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE14,5,5,5,5,5,103,MT:PosRationales,274,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE15,5,5,5,5,5,267,MT:PosRationales,218,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE16,5,5,5,5,5,122,CF:PosRationales,184,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE17,5,5,5,5,5,263,CF:PosRationales,129,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE18,5,5,5,5,5,223,MT+CF:PosRationales,233,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
267,RE19,5,5,5,5,5,363,MT+CF:PosRationales,308,male,65 years or older,United Kingdom,Vocational university/university of applied sciences/university degree,Other
268,RE08,4,4,4,4,4,238,MT:PosRationales,238,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE09,5,5,5,5,5,177,CF:PosRationales,307,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE10,2,3,2,3,4,250,MT+CF:PosRationales,226,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE11,5,5,5,5,5,269,MT+CF:RevRationales,437,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE14,5,5,5,5,5,259,MT:PosRationales,219,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE15,5,5,5,5,5,42,MT:PosRationales,224,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE16,4,5,5,5,5,240,CF:PosRationales,187,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE17,5,5,5,5,5,124,CF:PosRationales,320,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE18,4,3,3,3,3,8,MT+CF:PosRationales,287,female,30 to 34 years old,United Kingdom,Other degree,Employee
268,RE19,5,5,5,5,5,221,MT+CF:PosRationales,236,female,30 to 34 years old,United Kingdom,Other degree,Employee
269,RE09,4,3,4,4,5,55,CF:PosRationales,102,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
269,RE10,3,5,4,3,5,20,MT+CF:PosRationales,260,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
269,RE11,4,4,4,4,4,32,MT+CF:RevRationales,423,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
269,RE12,2,4,2,2,4,187,MT+CF:RevRationales,467,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
269,RE13,3,2,3,2,4,285,MT+CF:RevRationales,511,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
269,RE14,2,4,4,4,4,296,MT:PosRationales,165,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
